what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433547370815
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433547371193
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1433547371205
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433547379863
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433547389248
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433547389258
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.debug.ui",1433547392325
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1433547404411
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433547406317
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433547429863
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433547440045
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433547453123
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433547459682
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1433547463510
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433547467061
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433547469069
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433547469670
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433547470461
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433547474347
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433547486353
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433547491361
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433547492458
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433547492802
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1433547492812
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433547509581
