what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463894250
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463920577
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463977399
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463981943
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463983122
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1433463988101
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1433463988504
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433463992129
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463996963
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463997606
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463997865
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433464009474
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433464010606
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433464016558
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433464024487
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433464362699
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1433464367883
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433464368116
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433464370369
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1433464374203
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433464374588
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433464391522
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1433464395776
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433464395965
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433464581690
