what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433496125318
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496131024
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496132660
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433496147296
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433496153517
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433496156675
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496158056
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496168403
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1433496168432
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433496172360
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1433496172552
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433496174041
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496184524
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496193438
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1433496195844
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496201070
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496221320
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433496224462
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433496231269
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433496233101
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496235019
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496236511
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496237215
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496238739
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496258164
