what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433463142788
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433463159636
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433463182747
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463199318
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463212584
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1433463217097
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433463220957
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1433463237042
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433463246650
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433463250588
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1433463267254
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463268124
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463362255
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463372216
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463376190
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433463389506
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1433463399703
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463405516
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433463408862
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1433463409288
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.VariableView",1433463409469
activated,perspective,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugPerspective",1433463409550
started,bundle,org.eclipse.mylyn.ide.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.ide.ui",1433463410616
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.BreakpointView",1433463410659
activated,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.BreakpointView",1433463416952
