what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433458755005
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433458756541
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433458757927
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433458759342
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1433458760448
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1433458762134
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1433458763214
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433458764090
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433458766335
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433458783887
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433458785734
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433458791033
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433458799509
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433458803196
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433458803859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433458818697
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433458882566
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1433458884061
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433458892769
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433459566424
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1433459631548
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1433459633380
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1433459683662
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433459685776
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433459697775
