what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496616652
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433496619340
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1433496619517
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496620832
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496623779
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496625431
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496640316
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1433496651927
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433496658996
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496661836
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496667075
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433496670385
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496671035
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496678487
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433496680444
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1433496694129
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1433496700336
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1433496705881
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1433496707258
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1433496710225
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496714097
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496725898
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1433496736736
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496738042
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1433496786518
